Promedio;Max;Produccion;Exportado;Importado;TotalFactura;Total;Promedio Actual;Max Actual;Produccion Actual;Exportado Actual;Importado Actual;TotalFactura Actual;Total Actual
5,76;7,90;190,00;7,37;349,72;357,09;547,09;3,22;7,60;45,10;3,09;126,28;129,37;174,47
